ID Transaksi;Tanggal;Bulan;Tahun;Usia Pembeli;Gender;Berat Barang (gr);Berapa Kali Transaksi;Waktu Pengiriman (Hari);Ongkos Kirim
7546;28;8;2024;57;P;986;1;8;10000
3914;14;7;2022;67;L;855;9;9;50000
694;2;12;2022;39;L;906;18;9;10000
4096;3;1;2022;29;L;691;8;10;40000
1499;30;1;2024;47;P;323;8;13;40000
5880;9;3;2023;62;L;993;12;8;10000
4362;6;9;2022;52;L;537;10;5;50000
3997;1;8;2022;33;L;908;15;8;10000
3844;16;1;2022;71;L;829;7;4;10000
1840;31;1;2023;78;L;270;13;12;50000
2070;26;6;2023;40;L;314;7;9;50000
1971;11;11;2022;31;L;576;11;7;50000
7789;19;10;2023;39;P;118;6;13;20000
9949;12;6;2024;22;P;628;9;12;20000
2776;11;9;2023;28;L;590;8;9;10000
4549;16;9;2024;74;P;678;19;6;20000
6716;19;10;2022;76;L;862;11;14;40000
710;4;11;2023;54;P;405;4;13;30000
4769;9;12;2023;71;L;955;5;12;20000
1149;10;8;2024;73;P;986;17;9;30000
8098;10;9;2024;37;L;954;7;4;10000
383;28;8;2023;57;L;587;15;12;10000
4352;13;12;2024;43;L;999;5;4;10000
8468;8;12;2022;48;P;326;4;8;10000
8859;20;4;2023;47;P;315;17;4;10000
458;31;2;2024;28;P;916;3;6;40000
7508;18;2;2022;46;P;841;16;4;10000
2938;1;7;2022;78;L;617;20;9;10000
2532;29;3;2023;64;P;38;13;2;50000
9605;15;11;2023;75;L;367;6;1;50000
3695;12;6;2022;22;P;668;7;11;50000
6495;21;11;2023;77;L;531;13;8;10000
255;10;10;2022;37;P;791;6;8;10000
3956;16;3;2022;56;L;277;20;14;10000
5547;17;5;2024;75;L;95;1;9;30000
8487;5;11;2022;48;L;671;19;4;50000
7957;12;10;2023;39;P;257;14;8;40000
5100;17;8;2023;77;P;432;6;12;40000
5553;8;1;2022;80;P;584;16;7;50000
7839;26;12;2023;79;P;61;15;9;20000
9466;9;1;2022;79;P;442;7;11;20000
4669;4;11;2023;66;P;440;12;2;10000
4094;4;10;2024;32;P;322;12;14;20000
2850;10;6;2022;55;P;694;4;12;20000
1038;21;7;2024;74;L;834;5;7;50000
298;26;12;2023;48;L;908;4;13;30000
7236;22;5;2022;80;L;427;13;9;10000
829;10;2;2024;39;L;909;11;7;20000
9567;29;3;2022;56;L;931;20;8;30000
8750;20;9;2023;55;L;629;5;6;10000
7919;28;6;2024;32;L;997;6;8;10000
146;21;3;2022;44;L;950;15;7;30000
1153;28;6;2024;37;P;351;4;6;30000
6921;17;3;2024;24;P;344;3;3;30000
1428;18;2;2022;56;P;724;16;7;40000
2036;30;12;2023;23;L;533;2;8;10000
9446;20;8;2024;61;L;918;6;2;50000
6056;31;1;2023;80;P;810;18;8;50000
2690;26;5;2024;71;L;57;6;4;50000
8669;12;8;2022;33;P;405;18;9;50000
7098;17;6;2023;35;P;832;7;9;30000
5476;11;1;2024;42;P;790;2;7;50000
689;10;10;2024;67;L;307;3;5;50000
9872;10;5;2024;46;P;38;19;7;20000
1215;29;12;2023;48;L;550;7;2;50000
5864;24;6;2024;34;L;848;15;6;40000
2997;8;6;2023;37;P;712;9;2;10000
5428;18;11;2023;71;L;365;12;3;40000
8576;3;7;2023;36;P;801;6;10;30000
1865;22;6;2024;68;L;863;18;5;40000
673;20;10;2022;39;P;812;5;13;40000
5574;4;1;2024;78;P;736;18;5;20000
4988;11;4;2022;69;P;723;4;5;50000
5380;26;9;2023;73;L;285;11;7;40000
2088;24;8;2022;64;P;679;8;5;20000
6695;4;9;2024;26;L;182;10;4;40000
5811;6;5;2022;80;P;792;19;1;50000
6384;12;2;2022;25;P;709;2;11;30000
3936;22;4;2023;45;L;555;14;13;30000
5376;14;3;2023;56;L;975;11;5;50000
5969;18;8;2022;29;L;340;10;1;20000
6644;30;9;2022;33;L;348;17;11;50000
7706;9;11;2022;30;L;318;4;6;50000
7348;22;11;2024;49;P;156;20;9;10000
5795;14;1;2023;59;L;290;8;9;20000
1705;29;2;2022;26;L;574;12;2;50000
7867;31;5;2024;23;L;57;11;10;20000
2952;30;10;2023;72;L;412;1;3;20000
9649;23;10;2022;29;L;311;13;9;30000
3335;27;4;2022;60;P;811;4;10;10000
3816;1;11;2024;34;L;584;13;3;40000
4802;31;4;2023;38;L;109;13;7;30000
2469;17;2;2022;53;P;246;18;10;40000
3530;14;12;2024;23;P;677;15;4;20000
9561;24;11;2024;57;L;517;16;11;40000
1598;26;7;2022;40;L;819;19;2;10000
2303;29;6;2024;73;P;703;16;13;20000
1688;24;1;2022;41;L;603;17;1;20000
728;10;9;2024;41;L;404;17;2;30000
8645;7;3;2023;34;P;420;14;8;40000
6638;9;11;2022;25;L;329;14;11;30000
3782;15;6;2022;68;L;329;17;8;10000
4639;15;11;2024;29;L;509;20;3;30000
2236;29;8;2022;32;L;926;15;12;20000
635;17;2;2024;55;L;976;7;10;50000
9921;7;6;2023;68;L;602;7;4;50000
1698;22;4;2023;44;P;891;17;9;30000
2302;6;10;2024;25;L;445;11;2;10000
8691;26;11;2022;30;P;157;9;13;20000
5530;13;6;2024;27;L;47;6;3;50000
8795;9;9;2023;30;P;566;14;13;20000
9073;24;8;2022;75;P;866;6;1;40000
9754;2;3;2024;69;L;822;12;9;30000
4717;13;2;2023;35;P;833;14;2;50000
4412;16;6;2024;58;L;256;13;1;30000
4142;4;12;2024;44;P;854;17;9;40000
6610;6;4;2024;60;P;243;4;1;40000
1821;27;10;2022;61;P;418;3;6;50000
4559;18;2;2024;45;P;423;2;8;20000
7150;10;9;2022;58;L;110;13;2;30000
1402;14;8;2022;26;L;190;5;4;40000
7198;20;5;2023;29;P;298;11;10;40000
9228;14;10;2022;33;P;226;2;4;40000
4925;30;2;2024;36;P;26;8;6;20000
5015;26;12;2023;35;L;718;3;9;50000
1140;25;5;2022;33;L;183;13;4;20000
1236;4;3;2022;31;L;994;14;14;20000
6243;21;11;2022;30;P;232;4;1;10000
138;22;12;2024;67;P;932;8;12;40000
3103;5;1;2022;27;P;9;10;8;10000
2686;26;11;2024;39;P;103;20;11;40000
678;19;8;2022;79;P;386;13;12;40000
8239;23;4;2023;66;P;476;6;13;30000
734;11;6;2022;40;L;60;6;10;20000
7172;8;12;2024;76;L;897;13;6;50000
4617;31;12;2024;27;L;304;5;7;40000
4128;18;3;2022;34;P;323;16;11;10000
8842;8;5;2023;69;L;875;20;5;30000
2467;3;7;2023;73;P;177;11;3;10000
6801;20;2;2024;52;P;343;4;9;40000
2968;12;3;2023;46;P;295;4;2;40000
543;16;1;2024;68;L;488;2;1;10000
5680;10;7;2023;72;L;205;18;8;30000
7864;31;3;2022;27;P;833;16;6;40000
2435;19;12;2022;50;P;232;13;13;50000
185;14;12;2022;41;L;725;1;10;20000
6177;17;9;2024;57;P;6;6;8;20000
639;23;6;2023;71;P;827;10;12;40000
7469;20;7;2024;68;P;765;13;2;10000
1237;8;12;2023;66;L;796;12;8;50000
716;18;10;2022;66;L;6;1;9;30000
1773;24;4;2023;27;L;871;6;11;30000
5105;2;1;2023;55;P;966;16;7;20000
3316;23;2;2023;60;L;901;5;11;50000
4139;19;1;2024;75;L;542;13;11;40000
3514;11;2;2024;77;L;479;10;3;20000
4877;18;9;2023;67;P;497;20;10;10000
363;3;2;2023;50;L;460;9;11;10000
4824;1;5;2023;59;P;409;3;11;10000
6781;31;11;2023;65;L;924;14;7;10000
5347;10;1;2023;40;L;640;18;2;30000
243;29;1;2023;78;L;986;10;1;50000
2431;3;4;2023;57;L;408;17;14;40000
6034;23;11;2022;33;P;420;10;10;10000
726;28;11;2023;80;L;257;20;12;50000
4845;3;11;2023;37;P;130;3;7;30000
8443;8;4;2023;65;P;748;5;13;20000
1128;13;8;2022;37;P;297;8;12;20000
6909;17;5;2022;39;P;271;4;3;10000
8818;5;7;2024;41;P;348;5;13;30000
9853;11;8;2024;52;L;907;9;12;50000
3935;6;10;2023;59;P;324;3;13;40000
5904;30;2;2022;32;L;682;14;6;10000
5000;6;7;2022;32;P;122;5;7;50000
6636;12;1;2023;43;L;942;11;7;40000
6757;3;1;2022;76;L;381;19;10;50000
3297;2;3;2024;72;L;37;14;13;50000
9567;27;11;2022;63;L;14;18;4;50000
9607;1;3;2023;77;P;657;10;9;30000
7240;17;7;2023;25;P;444;1;8;40000
3543;12;6;2024;34;P;340;8;7;30000
1060;1;2;2023;69;P;723;1;6;40000
8554;14;1;2023;54;P;352;6;7;30000
6578;1;3;2022;25;P;33;16;11;10000
2340;1;3;2023;48;P;709;19;11;20000
3488;3;1;2022;52;P;45;16;6;20000
6531;12;7;2023;50;P;787;7;6;20000
602;29;2;2024;73;P;467;15;6;50000
7317;2;7;2023;65;P;901;9;1;50000
9343;4;7;2023;47;L;260;9;10;20000
781;24;8;2023;71;P;320;14;12;40000
1139;26;2;2024;75;L;840;7;7;50000
9234;21;7;2022;38;P;15;18;5;50000
6836;25;1;2024;61;P;642;14;4;50000
829;7;12;2023;51;L;938;7;1;20000
9864;11;10;2023;26;P;196;15;14;40000
4453;4;1;2022;33;P;459;18;12;50000
3174;17;5;2022;60;L;164;13;4;10000
3257;12;12;2022;70;L;868;4;9;40000
2301;6;4;2024;40;P;949;4;6;10000
2735;20;8;2024;60;P;728;3;14;40000
466;20;10;2022;38;L;58;7;12;20000
7673;14;11;2023;61;L;597;2;1;10000
2130;24;10;2023;31;P;975;20;1;40000
8174;24;3;2024;50;L;91;16;2;50000
3903;1;10;2023;49;P;824;17;14;30000
1547;31;2;2022;32;P;211;10;5;20000
6240;3;4;2024;29;L;11;12;2;50000
7793;7;10;2022;77;P;486;6;3;30000
1267;18;6;2022;43;L;539;20;5;10000
7885;8;5;2024;36;P;701;16;8;10000
7076;15;2;2023;33;L;881;20;5;50000
3729;31;1;2022;21;L;551;9;5;10000
8768;3;8;2022;45;P;313;14;11;20000
2004;9;1;2022;72;L;869;1;4;50000
705;20;2;2022;22;P;29;13;11;30000
2592;24;12;2024;41;P;691;14;14;50000
2250;7;7;2024;71;P;109;4;10;30000
900;26;4;2022;21;P;833;15;14;40000
1074;2;1;2023;38;P;792;10;1;30000
8983;18;10;2023;79;P;823;17;6;10000
8815;17;1;2022;39;L;533;4;1;30000
8294;24;12;2024;65;P;65;3;13;10000
144;12;9;2023;35;L;44;9;12;40000
9596;3;4;2024;74;L;423;13;8;50000
1374;21;8;2022;68;P;301;14;3;50000
6197;6;2;2023;26;P;916;8;11;10000
7377;21;5;2022;64;L;282;5;11;50000
2210;16;6;2023;65;P;709;11;7;10000
2210;29;12;2022;77;P;250;4;11;30000
5232;15;5;2023;60;L;486;16;13;50000
1686;23;6;2024;70;L;214;17;7;20000
5633;9;4;2023;28;L;724;11;13;20000
1430;29;10;2022;27;P;360;13;8;30000
4561;13;6;2024;63;P;649;12;13;20000
9504;31;1;2024;64;P;997;10;11;30000
2407;13;8;2022;61;L;426;3;11;20000
2014;11;3;2024;64;P;894;13;5;40000
9112;5;5;2022;23;L;14;5;6;30000
4128;18;6;2023;23;L;107;15;1;40000
31;4;9;2023;57;P;150;8;12;10000
683;26;8;2024;57;P;122;15;3;30000
8187;5;9;2022;78;L;891;4;3;10000
5024;12;9;2024;80;L;473;19;9;40000
5598;14;7;2022;47;P;236;15;7;30000
5073;6;11;2023;39;P;166;1;8;20000
2909;19;4;2023;30;P;436;7;11;20000
951;3;11;2024;46;L;350;10;2;40000
4557;19;7;2022;72;P;114;5;12;20000
3663;13;12;2023;73;L;156;15;9;40000
4024;12;1;2023;50;P;213;4;8;40000
8629;19;1;2024;21;L;694;14;5;10000
7730;24;9;2023;79;P;889;8;13;40000
715;18;9;2022;30;L;414;4;14;40000
3491;12;5;2023;43;P;391;10;9;30000
8157;1;9;2023;60;L;221;2;14;40000
6726;9;3;2023;40;P;61;9;6;20000
2956;25;7;2024;68;P;144;20;14;40000
3913;12;7;2024;57;P;817;9;5;40000
2239;7;10;2024;31;P;189;17;5;10000
1669;4;11;2024;30;L;746;15;11;50000
386;31;10;2024;46;P;184;17;9;50000
7999;3;9;2024;50;L;410;7;7;20000
5743;24;11;2023;40;P;62;5;4;50000
3933;3;10;2022;72;L;322;9;2;50000
6585;16;10;2023;52;P;196;14;5;10000
6418;16;12;2024;39;P;395;16;3;40000
2602;29;6;2024;22;P;501;18;9;20000
1535;29;5;2023;69;L;22;17;13;30000
7325;4;2;2024;25;L;78;4;1;10000
5016;11;4;2022;66;P;163;13;7;10000
3174;5;10;2024;75;L;749;14;9;40000
1162;21;9;2023;60;P;314;20;13;20000
5356;7;2;2023;22;P;62;20;3;50000
6678;11;8;2024;24;P;418;11;11;30000
6359;23;12;2024;49;P;644;4;5;50000
9380;17;3;2022;73;P;324;7;3;20000
5625;7;1;2024;29;L;262;8;2;20000
2483;3;6;2023;55;L;272;19;14;50000
6038;21;2;2024;72;L;981;17;3;30000
97;9;6;2024;42;P;168;5;10;40000
2943;27;4;2023;62;L;202;2;14;20000
8817;9;3;2024;29;L;704;14;11;30000
6122;3;1;2024;60;P;460;14;2;20000
8403;3;6;2022;74;L;604;1;13;20000
8407;1;11;2024;46;L;404;20;10;30000
6845;7;10;2022;64;L;219;1;2;40000
9839;18;9;2022;54;L;832;15;8;20000
3944;6;2;2023;78;P;818;4;14;10000
9681;30;9;2023;61;P;191;17;3;30000
7641;6;1;2022;53;P;197;19;14;50000
732;24;1;2022;39;P;110;4;12;20000
5402;14;12;2023;80;P;223;19;6;30000
5783;17;6;2024;49;P;412;11;5;10000
5356;6;3;2022;55;P;763;18;2;30000
2745;8;3;2022;72;P;777;20;5;40000
6860;14;3;2023;74;P;92;1;2;40000
5066;23;7;2024;24;L;54;3;7;10000
6749;31;8;2022;64;L;482;9;12;20000
3931;11;7;2022;32;L;717;18;11;20000
918;8;2;2023;58;P;203;7;13;50000
7012;13;7;2024;45;L;485;14;14;40000
4199;9;4;2024;23;P;913;15;9;30000
3771;20;3;2024;49;L;737;14;2;10000
3969;5;9;2023;61;P;665;13;4;50000
8984;28;7;2022;29;L;945;2;5;10000
7928;9;5;2022;24;L;781;6;11;10000
4445;12;4;2023;48;P;492;2;7;40000
7386;24;10;2023;43;L;897;13;5;20000
3535;12;10;2023;39;L;600;15;2;30000
8037;24;5;2024;30;L;920;20;5;30000
35;30;6;2024;53;L;870;15;12;30000
3311;15;3;2024;22;L;942;1;1;30000
2861;4;4;2022;50;L;520;2;3;20000
9509;8;8;2023;36;L;997;13;11;40000
9877;16;8;2024;25;P;735;20;3;40000
3486;23;11;2023;78;L;342;14;11;10000
7478;6;12;2024;50;P;263;15;7;40000
1048;14;10;2022;38;P;486;17;10;50000
5066;31;10;2024;50;L;297;4;3;30000
6888;4;10;2022;61;P;477;8;3;10000
6180;2;9;2023;72;P;247;2;13;40000
7822;6;8;2024;35;L;275;9;6;30000
9854;8;6;2022;39;L;981;17;8;40000
9800;23;10;2022;59;P;538;16;4;20000
6954;22;7;2024;80;L;678;20;1;20000
3005;18;5;2022;63;P;335;18;7;50000
6260;8;5;2022;39;L;807;16;7;40000
534;19;7;2022;51;P;839;1;5;10000
1179;2;2;2023;55;P;296;2;11;40000
5287;31;6;2022;78;L;138;19;14;10000
2640;26;4;2024;25;L;356;19;7;30000
6251;31;11;2022;54;L;7;16;11;50000
2709;17;2;2023;37;P;721;10;11;20000
2778;26;1;2022;35;L;202;6;3;30000
6108;20;7;2024;22;L;307;9;3;50000
7253;5;3;2022;47;L;341;17;2;50000
5031;5;8;2024;48;P;19;12;12;50000
2086;17;10;2022;63;L;592;2;12;20000
5268;12;4;2023;40;L;675;7;7;20000
8707;15;11;2022;76;L;987;11;1;10000
5580;12;6;2023;54;P;59;20;11;30000
6774;17;10;2022;23;L;230;18;2;30000
1014;11;7;2023;80;L;971;7;13;40000
3300;20;5;2024;72;P;236;12;4;40000
4511;22;10;2024;56;P;871;10;1;50000
8374;1;2;2023;45;P;305;9;2;10000
8341;1;2;2023;27;L;745;16;10;10000
6101;3;10;2022;24;L;72;11;11;10000
8456;10;11;2024;69;P;981;18;1;30000
7551;5;7;2023;59;L;485;11;5;30000
7151;24;2;2022;29;P;888;11;14;40000
7620;19;5;2022;70;L;913;14;7;10000
5640;23;5;2024;54;L;742;8;11;30000
9728;11;9;2023;44;P;181;12;3;10000
6056;24;6;2023;31;L;875;19;2;40000
6384;28;11;2023;70;P;928;2;4;50000
8770;26;9;2024;39;L;257;14;4;40000
7532;30;9;2023;64;P;150;10;5;50000
679;3;7;2023;31;L;679;15;4;30000
2044;29;5;2022;30;P;299;5;8;30000
4236;31;9;2023;35;L;43;9;12;10000
6703;16;3;2023;34;L;328;13;2;50000
804;9;9;2022;50;L;374;13;12;30000
6092;1;7;2024;36;L;467;11;7;10000
7371;21;10;2022;23;P;554;10;9;40000
9802;9;5;2023;56;L;884;8;14;40000
1170;28;1;2022;62;P;418;18;5;10000
6654;26;11;2022;62;P;567;11;7;10000
7613;25;1;2023;38;P;711;4;8;40000
8361;12;10;2023;68;L;987;1;14;20000
6513;10;3;2024;42;L;513;16;5;30000
461;31;9;2023;25;P;558;15;11;30000
3296;31;4;2022;53;L;900;9;2;20000
5487;24;3;2022;25;P;620;1;1;20000
515;16;6;2024;30;P;943;14;6;30000
3098;25;5;2022;27;P;25;13;13;50000
9527;1;9;2023;30;P;309;15;8;40000
4872;16;7;2022;35;L;661;10;3;40000
8291;1;12;2023;37;L;204;4;13;40000
1053;20;12;2024;73;P;27;8;12;20000
8766;1;2;2022;74;L;530;7;7;10000
48;5;5;2024;57;P;482;13;12;30000
8387;4;1;2023;66;L;459;12;1;30000
4208;10;4;2023;25;P;116;14;3;10000
5468;8;8;2022;47;L;568;10;4;20000
1164;9;7;2022;58;L;42;14;5;40000
7113;4;9;2022;66;L;599;14;13;50000
2396;22;3;2023;25;P;540;18;5;20000
1801;31;6;2023;55;L;687;17;7;10000
2702;5;9;2022;67;L;98;8;9;20000
3920;10;4;2022;39;L;171;8;4;50000
6548;17;5;2022;64;P;977;5;2;20000
9245;13;7;2024;28;L;278;18;4;50000
3970;13;4;2023;25;L;173;16;3;40000
8957;22;4;2024;44;P;283;17;8;30000
5069;24;11;2024;60;L;607;1;13;50000
2124;1;12;2022;66;L;730;6;12;40000
2464;3;9;2022;26;P;355;6;12;10000
2356;26;4;2023;77;L;352;8;9;50000
663;21;11;2023;41;P;850;13;2;30000
4060;2;1;2023;74;P;380;5;9;50000
4540;30;6;2024;74;P;195;5;6;40000
220;17;9;2022;35;L;59;3;13;20000
3576;21;6;2023;25;L;562;3;3;20000
3493;23;9;2023;42;P;109;2;7;50000
8626;14;1;2023;48;L;229;14;2;50000
558;29;11;2023;36;P;522;20;11;20000
187;1;12;2022;60;P;192;2;12;20000
6234;13;11;2023;51;L;92;9;11;10000
620;14;7;2024;73;P;825;15;13;40000
6104;25;11;2022;51;L;619;14;7;40000
3283;12;4;2022;31;L;573;15;1;40000
3018;5;7;2024;71;P;885;13;1;40000
551;10;6;2023;72;P;163;7;13;20000
2402;25;5;2023;63;P;470;5;12;30000
4472;4;3;2024;63;P;645;20;9;30000
1422;8;2;2023;36;L;508;5;12;10000
9884;6;1;2022;39;L;976;1;5;40000
2991;4;4;2022;54;L;417;17;11;50000
5205;1;9;2023;74;L;543;16;10;50000
6398;5;10;2023;56;L;248;5;11;40000
7407;12;1;2024;47;P;71;6;2;50000
1676;15;3;2024;70;L;745;8;11;30000
4583;18;2;2022;63;L;513;18;4;50000
2307;6;7;2024;52;L;241;14;8;40000
1803;7;11;2023;62;L;612;6;7;10000
6154;18;9;2022;47;L;300;4;10;30000
3450;15;7;2024;71;P;919;17;5;50000
8202;3;3;2024;29;P;176;7;3;40000
4138;23;11;2023;79;P;676;20;12;50000
6185;28;3;2023;79;P;872;17;9;10000
4978;5;2;2023;33;P;540;20;8;40000
8444;10;9;2023;58;P;963;18;4;30000
7804;16;5;2024;64;L;731;18;13;40000
104;2;6;2024;59;L;153;13;7;20000
3258;27;8;2023;49;P;375;1;14;20000
5357;5;2;2024;24;L;769;18;12;30000
1552;20;10;2022;60;P;240;20;2;30000
5636;1;3;2024;36;P;380;20;10;20000
3532;28;8;2022;63;L;427;4;13;30000
6393;30;3;2024;49;L;573;5;6;50000
4265;20;6;2022;27;P;625;15;14;50000
2653;10;2;2023;67;L;753;11;6;30000
9112;7;5;2022;60;P;888;16;7;30000
1665;9;9;2022;33;L;346;20;10;40000
9380;9;2;2024;69;P;388;10;5;40000
7715;17;6;2023;66;P;412;3;12;50000
5439;20;9;2024;39;P;266;10;13;10000
1335;28;3;2023;65;P;119;2;14;40000
9393;7;4;2023;72;L;592;17;9;30000
8996;9;6;2023;51;P;856;19;4;20000
1717;14;9;2022;68;L;296;20;2;30000
281;17;9;2024;48;P;367;20;3;30000
5084;28;7;2023;36;L;529;15;12;50000
4587;20;5;2023;63;P;797;1;5;40000
7791;3;1;2022;27;L;186;4;10;30000
4587;12;2;2022;39;P;211;1;11;50000
9394;27;4;2024;60;L;511;7;1;10000
578;21;5;2022;62;L;637;3;9;40000
7812;22;5;2023;33;L;12;12;7;40000
7574;25;6;2022;25;L;285;14;9;50000
1843;6;12;2023;39;P;90;14;5;10000
4614;12;1;2023;40;P;40;7;9;30000
4563;6;11;2023;64;P;437;4;2;40000
5794;15;2;2024;77;P;763;13;4;30000
5683;12;1;2022;79;L;156;7;9;40000
7006;20;9;2023;59;L;871;15;4;20000
1469;4;7;2024;39;L;615;17;6;10000
6845;8;11;2024;79;L;540;4;12;30000
4886;24;6;2022;48;L;372;3;13;50000
4420;15;12;2024;36;L;743;1;5;40000
7215;6;12;2022;65;P;66;14;12;20000
1852;10;6;2024;74;L;542;15;7;20000
1427;26;10;2023;40;P;868;12;10;50000
3578;9;9;2022;30;L;519;6;3;50000
8101;6;5;2023;80;P;330;14;9;50000
9351;15;2;2023;62;L;534;17;4;10000
4628;20;12;2022;47;P;604;2;7;20000
9248;2;3;2024;34;L;719;20;6;40000
1686;26;2;2023;64;L;141;1;7;30000
8190;8;1;2024;75;P;26;8;14;40000
7004;16;5;2024;27;L;217;9;3;10000
8692;24;10;2024;60;L;25;3;2;50000
6084;16;11;2024;60;P;856;10;11;30000
5510;1;9;2024;76;P;656;17;4;50000
2334;5;8;2023;72;P;750;19;5;40000
2396;8;7;2024;74;L;761;10;11;40000
4807;3;10;2024;42;P;725;17;13;20000
2585;31;8;2024;78;L;398;13;13;20000
3998;30;10;2024;58;L;607;5;11;40000
997;17;1;2022;34;L;633;5;7;30000
1094;7;12;2024;23;L;24;10;13;40000
7004;9;5;2022;69;P;880;7;9;10000
4105;5;6;2023;53;L;886;18;4;40000
8474;19;2;2023;68;P;899;9;13;50000
9178;27;5;2024;78;P;779;4;1;30000
9797;17;7;2024;35;P;508;4;5;20000
2146;29;4;2022;38;L;157;3;6;30000
4123;23;8;2024;43;L;865;8;12;50000
2501;20;1;2023;31;P;322;20;14;10000
7030;9;10;2022;68;L;742;12;5;10000
7936;19;7;2022;30;L;698;16;4;50000
6217;28;1;2023;38;P;379;16;14;30000
6844;8;12;2022;38;P;888;5;9;40000
1924;19;6;2022;32;L;47;1;2;50000
3401;28;3;2022;46;P;286;13;14;40000
855;15;4;2024;52;L;537;2;2;30000
7548;5;8;2023;78;P;58;9;4;30000
9206;23;6;2023;53;P;285;11;8;20000
7208;15;9;2022;51;L;282;20;2;40000
6567;19;11;2024;43;P;645;16;8;30000
7343;29;4;2022;40;L;490;15;1;30000
7474;13;10;2024;77;L;204;10;7;30000
3746;21;11;2022;71;P;438;3;4;10000
8124;1;2;2022;22;P;673;20;3;40000
8517;4;6;2024;50;L;838;1;6;40000
4910;26;5;2022;22;L;337;17;14;30000
1027;19;11;2023;56;P;738;2;13;30000
3645;15;10;2024;29;P;302;1;14;10000
2320;16;7;2022;41;P;348;7;5;10000
8963;25;11;2022;71;L;888;20;6;30000
4944;5;1;2022;53;P;726;13;5;30000
5877;11;5;2024;38;L;62;9;10;20000
9542;20;3;2022;21;L;400;10;3;20000
7520;26;7;2022;65;P;472;9;5;50000
3761;20;6;2024;75;L;311;12;3;10000
1537;25;1;2022;22;P;983;12;14;50000
6245;16;8;2023;44;P;522;13;5;30000
208;18;7;2024;52;L;834;12;14;30000
2987;21;9;2023;67;P;586;7;10;20000
566;29;3;2023;36;L;827;18;6;40000
7382;26;7;2022;55;L;783;14;12;40000
9897;29;11;2022;54;P;125;15;1;10000
7613;30;9;2022;77;L;721;7;11;30000
4814;11;10;2023;66;L;826;18;13;20000
4210;6;1;2023;32;P;835;5;5;40000
2406;15;5;2022;62;P;600;10;6;20000
8368;15;5;2024;52;P;671;17;9;40000
8627;22;10;2022;21;L;30;17;9;40000
2638;22;5;2022;39;L;184;20;9;30000
345;14;9;2022;56;P;667;10;9;40000
9507;15;5;2024;76;L;723;5;12;40000
2179;30;8;2023;56;P;645;10;13;30000
3997;16;3;2022;53;L;444;14;6;50000
1647;12;5;2022;64;P;983;14;13;40000
8156;11;8;2022;76;P;574;8;1;40000
1866;15;1;2023;47;L;923;17;3;10000
4122;29;10;2023;59;P;255;20;1;50000
3179;2;6;2023;65;L;192;19;1;10000
8252;15;3;2024;52;L;772;11;4;30000
5690;25;2;2022;75;P;421;19;9;10000
3929;18;1;2024;67;P;712;10;4;40000
8348;13;6;2024;53;P;812;14;10;50000
3109;18;12;2023;74;P;347;5;8;50000
8275;12;7;2023;70;P;942;18;10;20000
6492;14;6;2023;27;L;599;17;12;10000
9926;24;12;2024;45;L;482;13;9;30000
6131;14;3;2022;51;L;535;8;3;20000
8595;23;2;2022;63;P;337;14;14;50000
1010;21;3;2023;47;L;368;10;9;40000
6395;30;9;2023;46;P;104;13;7;50000
9726;30;9;2022;39;L;618;20;6;30000
2243;11;1;2023;67;P;644;7;8;50000
1750;30;9;2024;28;L;360;7;1;50000
3733;4;1;2022;40;L;841;13;2;50000
1176;21;8;2022;21;L;49;4;14;40000
1998;4;7;2022;37;P;806;20;10;20000
4477;19;1;2022;70;L;990;12;1;10000
8117;6;3;2024;46;P;920;2;9;30000
3785;31;12;2024;37;P;106;16;10;20000
3608;9;4;2024;47;L;613;11;6;40000
8899;9;2;2023;25;P;347;6;4;20000
7627;3;8;2024;30;P;420;3;9;10000
9155;10;2;2022;39;L;776;4;14;10000
4458;19;6;2024;54;L;302;15;6;40000
2523;17;5;2024;47;P;528;7;1;30000
4664;20;6;2023;66;L;507;4;1;20000
7120;17;11;2024;57;P;163;19;3;40000
4056;22;6;2023;58;P;422;19;5;40000
3873;22;4;2024;70;L;863;10;9;20000
1491;11;5;2023;75;P;101;10;7;10000
3268;6;10;2022;53;P;257;11;8;10000
3876;30;6;2023;69;P;781;18;4;10000
1230;10;6;2023;26;L;385;13;4;20000
349;19;9;2022;28;L;908;15;7;40000
550;28;7;2023;62;P;768;13;6;20000
2541;5;4;2024;61;L;993;19;1;10000
821;29;6;2023;80;L;790;3;8;30000
9828;22;5;2023;35;P;714;7;2;20000
1351;16;3;2022;63;L;748;17;5;10000
8181;17;1;2023;74;P;886;20;9;30000
3254;1;12;2024;36;L;506;17;7;40000
9872;26;3;2022;50;L;618;7;3;20000
54;3;5;2022;33;L;367;3;1;20000
5625;10;11;2022;37;L;597;20;6;20000
8503;26;6;2023;40;P;144;13;1;30000
5769;8;12;2024;36;P;731;16;13;50000
2514;21;4;2023;33;L;326;9;9;40000
3537;21;4;2023;27;L;360;14;13;10000
4336;16;9;2022;63;L;288;13;8;40000
9324;28;7;2023;37;P;254;1;4;10000
2954;24;4;2022;72;L;480;13;6;10000
8518;23;3;2023;22;L;61;2;13;40000
6711;4;2;2024;27;L;946;15;2;20000
8167;14;8;2022;21;P;900;6;2;40000
8257;14;8;2022;31;L;779;3;2;10000
